census_year,loc_id,locality_name_fr,locality_name_ar,hsu_id,region_macro,latitude,longitude,pop_jewish_total,pop_jewish_tunisian,pop_jewish_french,pop_jewish_italian,pop_jewish_other_foreign,source_publication
1888,TN_JEW_TUNIS_HARA,Tunis (La Hara - Médina),تونس (الحارة),HSU_TUNIS,North-East,36.8015,10.1695,17090,15210,342,1367,171,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TUNIS_VILLE_NOUVELLE,Tunis (Ville Nouvelle / Lafayette),تونس (المدينة الحديثة),HSU_TUNIS,North-East,36.8085,10.1795,7584,6749,152,607,76,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_LA_GOULETTE,La Goulette,حلق الوادي,HSU_TUNIS,North-East,36.8181,10.305,1625,1577,32,0,16,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_ARIANA,Ariana,أريانة,HSU_TUNIS,North-East,36.8625,10.1956,620,602,12,0,6,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_LA_MARSA,La Marsa,المرسى,HSU_TUNIS,North-East,36.8781,10.3247,348,338,7,0,3,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_HAMMAM_LIF,Hammam-Lif,حمام الأنف,HSU_TUNIS,North-East,36.7297,10.3392,514,499,10,0,5,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_NABEUL,Nabeul,نابل,HSU_NABEUL,North-East,36.4561,10.7376,1572,1525,31,0,16,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_HAMMAMET,Hammamet,الحمامات,HSU_NABEUL,North-East,36.4,10.6167,136,132,3,0,1,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_GROMBALIA,Grombalia,قرمبالية,HSU_CAP_BON,North-East,36.6,10.5,219,213,4,0,2,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_SOLIMAN,Soliman,سليمان,HSU_CAP_BON,North-East,36.6947,10.4908,106,103,2,0,1,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MENZEL_BOUZELFA,Menzel Bouzelfa,منزل بوزلفة,HSU_CAP_BON,North-East,36.6833,10.5833,83,80,2,0,1,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_BIZERTE,Bizerte,بنزرت,HSU_BIZERTE,North-West,37.2744,9.8739,2003,1943,40,0,20,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MATEUR,Mateur,ماطر,HSU_BIZERTE,North-West,37.04,9.665,318,309,6,0,3,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_BEJA,Béja,باجة,HSU_BEJA,North-West,36.7256,9.1817,847,822,17,0,8,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_MEDJEZ_EL_BAB,Medjez el-Bab,مجاز الباب,HSU_BEJA,North-West,36.6497,9.6108,234,227,5,0,2,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TESTOUR,Testour,تستور,HSU_BEJA,North-West,36.5542,9.4456,204,198,4,0,2,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_SOUK_EL_ARBA,Souk el-Arba (Jendouba),سوق الأربعاء (جندوبة),HSU_JENDOUBA,North-West,36.5011,8.7803,295,286,6,0,3,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TABARKA,Tabarka,طبرقة,HSU_JENDOUBA,North-West,36.9544,8.7581,98,95,2,0,1,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_LE_KEF,Le Kef,الكاف,HSU_LE_KEF,North-West,36.1822,8.7147,726,704,15,0,7,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
1888,TN_JEW_TEBOURSOUK,Téboursouk,تبرسق,HSU_TEBOURSOUK,North-West,36.4578,9.2483,144,140,3,0,1,"David Cazès, Essai sur l'histoire des Israélites de Tunisie, Paris, 1888 (ark:/12148/bpt6k58167845)"
