census_year,unit_id,hsu_id,admin_level,name_colonial,name_canonical_fr,name_canonical_ar,parent_controle_civil,is_urban_commune,pop_total,pop_tunisian_muslim,pop_tunisian_jewish,pop_french,pop_italian,pop_maltese,pop_other_european,pop_male,pop_female,num_households,centroid_lat,centroid_lon,source_ark
1931,TN_CAID_BANLIEUE,HSU_TUNIS,caidat,Caïdat de la Banlieue de Tunis,Banlieue de Tunis,ضاحية تونس,Tunis,0,53165,46126,532,3254,2928,228,97,27220,25945,10425,36.78,10.12,ark:/12148/bpt6k992053d
1931,TN_COM_TUNIS,HSU_TUNIS,commune,Commune de Tunis,Tunis Ville,مدينة تونس,Tunis,1,141219,63775,16946,29039,27224,2964,1271,72304,68915,27690,36.8,10.18,ark:/12148/bpt6k992053d
1931,TN_COM_GOULETTE,HSU_TUNIS,commune,Commune de La Goulette,La Goulette,حلق الوادي,Tunis,1,13291,3150,1329,2644,5463,493,212,6805,6486,2606,36.8181,10.305,ark:/12148/bpt6k992053d
1931,TN_COM_MARSA,HSU_TUNIS,commune,Commune de La Marsa,La Marsa,المرسى,Tunis,1,9968,6928,498,1525,890,89,38,5104,4864,1955,36.8764,10.3253,ark:/12148/bpt6k992053d
1931,TN_COM_CARTHAGE,HSU_TUNIS,commune,Commune de Carthage,Carthage,قرطاج,Tunis,1,6646,3462,133,1983,915,107,46,3403,3243,1303,36.8528,10.3233,ark:/12148/bpt6k992053d
1931,TN_COM_RADES,HSU_TUNIS,commune,Commune de Radès,Radès,رادس,Tunis,1,6646,4479,133,1220,712,71,31,3403,3243,1303,36.7686,10.2764,ark:/12148/bpt6k992053d
1931,TN_COM_HAMMAM_LIF,HSU_TUNIS,commune,Commune de Hammam-Lif,Hammam-Lif,حمام الأنف,Tunis,1,8307,4676,665,1483,1335,104,44,4253,4054,1629,36.73,10.34,ark:/12148/bpt6k992053d
1931,TN_COM_ARIANA,HSU_TUNIS,commune,Commune de l'Ariana,Ariana,أريانة,Tunis,1,9968,7739,399,915,824,64,27,5104,4864,1955,36.8625,10.1956,ark:/12148/bpt6k992053d
1931,TN_CAID_BIZERTE,HSU_BIZERTE,caidat,Caïdat de Bizerte,Bizerte,بنزرت,Bizerte,0,41535,40605,83,339,466,30,12,21266,20269,8144,37.25,9.85,ark:/12148/bpt6k992053d
1931,TN_CAID_MATEUR,HSU_MATEUR,caidat,Caïdat de Mateur,Mateur,ماطر,Bizerte,0,36551,34877,183,820,596,52,23,18714,17837,7167,37.04,9.665,ark:/12148/bpt6k992053d
1931,TN_COM_BIZERTE,HSU_BIZERTE,commune,Commune de Bizerte,Bizerte Ville,مدينة بنزرت,Bizerte,1,24921,13507,1246,5287,4271,427,183,12760,12161,4886,37.2744,9.8739,ark:/12148/bpt6k992053d
1931,TN_COM_MATEUR,HSU_MATEUR,commune,Commune de Mateur,Mateur,ماطر,Bizerte,1,6646,4956,199,746,671,52,22,3403,3243,1303,37.04,9.665,ark:/12148/bpt6k992053d
1931,TN_COM_FERRYVILLE,HSU_BIZERTE,commune,Commune de Ferryville,Menzel Bourguiba,منزل بورقيبة,Bizerte,1,14953,5957,150,4865,3538,310,133,7656,7297,2932,37.1536,9.7858,ark:/12148/bpt6k992053d
1931,TN_COM_GHAR_EL_MELH,HSU_BIZERTE,commune,Commune de Porto-Farina,Ghar El Melh,غار الملح,Bizerte,1,3323,3151,3,51,110,6,2,1701,1622,652,37.1689,10.1878,ark:/12148/bpt6k992053d
1931,TN_COM_RAS_DJEBEL,HSU_BIZERTE,commune,Commune de Ras Djebel,Ras Djebel,رأس الجبل,Bizerte,1,6646,6430,13,61,132,7,3,3403,3243,1303,37.2153,10.1206,ark:/12148/bpt6k992053d
1931,TN_CAID_TEBOURBA,HSU_TEBOURBA,caidat,Caïdat de Tébourba,Tébourba,طبربة,Bizerte,0,33228,30928,266,915,1017,71,31,17013,16215,6515,36.83,9.84,ark:/12148/bpt6k992053d
1931,TN_COM_TEBOURBA,HSU_TEBOURBA,commune,Commune de Tébourba,Tébourba,طبربة,Bizerte,1,4984,3514,199,572,636,44,19,2552,2432,977,36.83,9.84,ark:/12148/bpt6k992053d
1931,TN_CAID_BEJA,HSU_BEJA,caidat,Caïdat de Béja,Béja,باجة,Béja,0,58149,56196,174,1156,534,62,27,29772,28377,11402,36.72,9.18,ark:/12148/bpt6k992053d
1931,TN_CAID_MEDJEZ_EL_BAB,HSU_MEDJEZ_EL_BAB,caidat,Caïdat de Medjez el-Bab,Medjez el-Bab,مجاز الباب,Béja,0,36551,34504,183,1118,652,65,29,18714,17837,7167,36.65,9.61,ark:/12148/bpt6k992053d
1931,TN_CAID_NEFZA,HSU_NEFZA,caidat,Caïdat de Nefza,Nefza,نفزة,Béja,0,29905,29417,30,275,160,16,7,15311,14594,5864,36.95,9.07,ark:/12148/bpt6k992053d
1931,TN_COM_BEJA,HSU_BEJA,commune,Commune de Béja,Béja Ville,مدينة باجة,Béja,1,13291,9240,797,1790,1302,114,48,6805,6486,2606,36.7256,9.1817,ark:/12148/bpt6k992053d
1931,TN_COM_MEDJEZ_EL_BAB,HSU_MEDJEZ_EL_BAB,commune,Commune de Medjez el-Bab,Medjez el-Bab,مجاز الباب,Béja,1,4984,3260,199,839,610,53,23,2552,2432,977,36.65,9.61,ark:/12148/bpt6k992053d
1931,TN_COM_TESTOUR,HSU_MEDJEZ_EL_BAB,commune,Commune de Testour,Testour,تستور,Béja,1,4984,4477,100,204,183,14,6,2552,2432,977,36.5528,9.4444,ark:/12148/bpt6k992053d
1931,TN_CAID_SOUK_EL_ARBA,HSU_SOUK_EL_ARBA,caidat,Caïdat de Souk el-Arba,Jendouba,جندوبة,Souk el-Arba,0,53165,51325,213,1009,521,68,29,27220,25945,10425,36.5,8.78,ark:/12148/bpt6k992053d
1931,TN_CAID_SOUK_EL_KHEMIS,HSU_SOUK_EL_KHEMIS,caidat,Caïdat de Souk el-Khemis,Boussalem,بوسالم,Souk el-Arba,0,41535,40181,83,826,381,44,20,21266,20269,8144,36.6111,8.9694,ark:/12148/bpt6k992053d
